scenario,uncertainty,trial,seed,method,window,hard_lower,hard_upper,smooth_score,planning_time
lane_change,2.0,0,2026,pdstl,6,0.6466550827026367,1.0,0.4900451600551605,5.703160269004002
lane_change,2.0,0,2026,pdstl,7,0.647620677947998,1.0,0.4871872067451477,5.387291885002924
lane_change,2.0,0,2026,pdstl,8,0.6546863317489624,1.0,0.4849284291267395,5.297446574004425
lane_change,2.0,0,2026,pdstl,9,0.6511306762695312,1.0,0.47864896059036255,5.932173996996426
lane_change,2.0,0,2026,pdstl,10,0.6444718837738037,1.0,0.47625428438186646,6.088458078003896
lane_change,2.0,0,2026,pdstl,11,0.6453933715820312,1.0,0.47227269411087036,6.012586889002705
lane_change,2.0,0,2026,pdstl,12,0.6514873504638672,1.0,0.46756306290626526,6.457846065000922
lane_change,2.0,0,2026,pdstl,13,0.6535301208496094,0.72300785779953,0.6222643256187439,1.1199645510059781
lane_change,2.0,0,2026,pdstl,14,0.6635986566543579,0.7433394193649292,0.6285154223442078,1.0666319450028823
lane_change,2.0,0,2026,pdstl,15,0.662813663482666,0.7451112866401672,0.6190852522850037,1.1250281980028376
lane_change,2.0,0,2026,pdstl,16,0.6620340347290039,0.7463755011558533,0.6029992699623108,1.1270225760017638
lane_change,2.0,0,2026,pdstl,17,0.6633989810943604,0.742935836315155,0.5894347429275513,1.118198067000776
lane_merge,0.5,0,102026,deterministic_stl,0,0.9999998807907104,1.0,1.0980199575424194,0.5435104049975052
lane_merge,0.5,0,102026,deterministic_stl,1,0.9999998807907104,1.0,1.1150728464126587,0.5630619750008918
lane_merge,0.5,0,102026,deterministic_stl,2,0.9999998807907104,1.0,1.1249805688858032,0.5492071389962803
lane_merge,0.5,0,102026,deterministic_stl,3,1.0,1.0,1.1165955066680908,0.5428450089966645
lane_merge,0.5,0,102026,deterministic_stl,4,1.0,1.0,1.12363600730896,0.5487436449984671
lane_merge,0.5,0,102026,deterministic_stl,5,1.0,1.0,1.1239402294158936,0.46721473000070546
lane_merge,0.5,0,102026,deterministic_stl,6,1.0,1.0,1.12636137008667,0.5457788060011808
lane_merge,0.5,0,102026,deterministic_stl,7,1.0,1.0,1.126016616821289,0.5579227139969589
lane_merge,0.5,0,102026,deterministic_stl,8,1.0,1.0,1.1244093179702759,0.5036226270021871
lane_merge,0.5,0,102026,deterministic_stl,9,1.0,1.0,1.121368169784546,0.5541646999990917
lane_merge,0.5,0,102026,deterministic_stl,10,0.9999998807907104,1.0,1.1195285320281982,0.5498340639969683
lane_merge,0.5,0,102026,deterministic_stl,11,1.0,1.0,1.1151950359344482,0.47928993000095943
lane_merge,0.5,0,102026,deterministic_stl,12,0.9999998807907104,1.0,1.1116538047790527,0.5589801850001095
lane_merge,0.5,0,102026,deterministic_stl,13,1.0,0.9999999403953552,1.0473930835723877,0.41525066699978197
lane_merge,0.5,0,102026,deterministic_stl,14,1.0,0.9999999403953552,1.1166566610336304,0.4238821149992873
lane_merge,0.5,0,102026,deterministic_stl,15,1.0,0.9999999403953552,1.1101303100585938,0.42231032099516597
lane_merge,0.5,0,102026,deterministic_stl,16,1.0,0.9999999403953552,1.1074247360229492,0.4184856049978407
lane_merge,0.5,0,102026,deterministic_stl,17,0.9999997615814209,0.9999997019767761,1.1080681085586548,0.41328683600295335
